JobTitle,Company,Location,Min Salary,Max Salary,JobType,Summary,Date Posted,JobUrl
"senior executive, e-wallet operation",3S Malaysia Sdn Bhd,Bangsar South,4000,6000,Full-time,nation executive  overseeing managing option remittance transaction smooth,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=344b67a10855e387&bb=vjXWinKHlmwHaYgFxuNLWdgi34P6HFWDUhw-RhGk4MSazFHoOxdcEl78nGmKX7HNkZNRCgSpifP3vIlT8Dctzy_47m31qWk_gn1gxWnTyhvS-8Zw_SRdvZLQYQ5vuPnN&xkcb=SoDE67M3_UzxJ1zUox0MbzkdCdPP&fccid=e2e54f32e016c452&cmp=3S-Malaysia-Sdn-Bhd&ti=Senior+Operation+Specialist&vjs=3
it technician,PUSPAKOM SDN BHD,Shah Alam,2000,2000,Full-time, head function covering installation maintenance equipment infrastructure based he,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=6d9d8c077015fbeb&bb=vjXWinKHlmwHaYgFxuNLWeN8aHapm_5qEXdBFma6zAI4VuxkTHPk00wWxFH_419hzQabcbTqPzDQ6KBOOCRO8dAMPtngx2mxGvpHPfGcCzHy7EVo5VoX0LKYgXbSAlQH&xkcb=SoAt67M3_UzxJ1zUox0DbzkdCdPP&fccid=08d69b21dbf0fff9&cmp=PUSPAKOM-SDN-BHD&ti=IT+Technician&vjs=3
assistant mis manager,EMC Penang Sdn Bhd,Simpang Ampat,7000,10000,Full-time,management oversight is department ensuring efficient effective option net c oracle plsql,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=da4cf8b93a3abe17&bb=vjXWinKHlmwHaYgFxuNLWQQCpQ2zvVFE43ykApZ-rHVV_SsMw_goh97lVa9Vw4-madyZZJXCgG4EIY20EpfzuCAjMql5SORsi7j1mIPtKKrlgPYCetIQIjXXyjV_Mh7u&xkcb=SoCZ67M3_UzxJ1zUox0CbzkdCdPP&fccid=b087942ee82cb60d&cmp=EMC-Penang-Sdn-Bhd&ti=Management+Information+Systems+Manager&vjs=3
technical seo assistant,IT Business Solutions Sdn Bhd,Remote in Kuala Lumpur,4500,6500,Contract,someone who eager learn grow world technical so detailoriented individual spot issue opportunity alike,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=eff26d54551c77d3&bb=vjXWinKHlmwHaYgFxuNLWaaBnwYDIkUnt8RXCFXsst7GPzR6QAET9HEfyaBcCD4pE9FXXiEcVxYo5rcqfs91ExQ0QxPtRNYOzfm7yLzs1WSFHXAJxPzbC0S7dor3En7F&xkcb=SoAX67M3_UzxJ1zUox0FbzkdCdPP&fccid=b1a30e3bc4b2aa39&cmp=IT-Business-Solutions-Sdn-Bhd&ti=Technical+Assistant&vjs=3
senior it executive,Envipure Sdn Bhd,Puchong,4000,5000,Full-time ,manage hate network equipment server storage familiar microdot server of line of backup system aware my,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=bfef66c4417f1501&bb=-RsNDsSlA7_ds3Q0FnwJFEN82kzKLQjWR51kwvh2qRh4ZB_kOddm2sE0YN_AqoqZJbTfgGab7DN5wc1MzzMavZqkgobkQpqsx7QD-Sjjy2WcXFuJp15D93lO8BnW6F4P&xkcb=SoAN67M3_Uzwyg0O0Z0JbzkdCdPP&fccid=23eb0400768171d3&cmp=Envipure-Sdn-Bhd&ti=IT+Executive&vjs=3
graduate program for it fresh graduate,KGiSL,Kuala Lumpur,2000,2000,Full-time,robotic process automation rap 3 6,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=769a6ba5848ffefa&bb=-RsNDsSlA7_ds3Q0FnwJFDPyRCu-N_4yelC7zBq90OQBX4equ8xdpONBfFlFWsspEANOX_6QHfwpm5LebbEysuH4-Orbf5-kTv-oVxW9BIhxrin8V7MXwl3R0voHk0mX&xkcb=SoC567M3_Uzwyg0O0Z0IbzkdCdPP&fccid=e4141773980c28e9&cmp=KGiSL&ti=New+Graduate&vjs=3
senior it executive,Quanterm Logistics Sdn Bhd,Shah Alam,5000,6000,Full-time ,monitor review improve knowledge romance  option network maintenance database administration application,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=17636b878fb0378a&bb=-RsNDsSlA7_ds3Q0FnwJFFkJtRkOTREgbBVBwi0oYWLZ9YHeV-oq1snlzhvgm96yPOZf7yZApLZzL-lMAiojRQEvHnpVle1SAQuJpUNVS1KdtbMM-Avp3cNrTMupZoTc&xkcb=SoBD67M3_Uzwyg0O0Z0DbzkdCdPP&fccid=c5ff3b945d2c5b1a&cmp=Infinity-Logistics-Sdn-Bhd&ti=IT+Executive&vjs=3
"internship for it support- rm1,000* | foc monthly activities | nearby mrt",iMalaysian.com (IFixx Retail Sdn Bhd),Kota Damansara,500,1000,Internship,candidate posse diploma bachelor degree computer science information techno management information system data science,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=88cabf890033cdd4&bb=-RsNDsSlA7_ds3Q0FnwJFEc5AQRI6DnvCdM8mDyfQIHbFONTRD1pCsktlZIF5FQ5CuT5fafUNHgMIr3tqp6M-8IeNHU_TlsQK7tnn--zAXSlk_WxF2NuojDqN4Sw2hDa&xkcb=SoBq67M3_Uzwyg0O0Z0BbzkdCdPP&fccid=b2f5808594257fdf&cmp=iMalaysian.com-%28IFixx-Retail-Sdn-Bhd%29&ti=IT+Support&vjs=3
it technician,Brighten Debt Management Agency,Bangsar,1600,1800,Full-time,executive   teach support call center option familiar application software voice get site back,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=ad1a1f523191fcdb&bb=-RsNDsSlA7_ds3Q0FnwJFD7QA9zqSbuziOkQHhjwhKkh_taKOexAj9mu3OLVMwAM5JoC8SMoHFn8uw68xB9to7mlZrph-mGuimIAbaoFvh4nQ71XvdyfNLyGQZ7rlTOd&xkcb=SoDe67M3_Uzwyg0O0Z0AbzkdCdPP&fccid=399420bbc4effac7&cmp=Brighten-Debt-Management-Agency&ti=IT+Technician&vjs=3
it application shift support,MCSB Group,Bayan Lepas,2600,3400,Contract,and level support manufacturing application   troubleshooting reading code file database resolve incidentissue,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=4d84d2f706b58c15&bb=-RsNDsSlA7_ds3Q0FnwJFN8uAcJc8yGgEqSWaOPHeBwPIM9eNnAVliAb2DxG121K4PM_d3wqSElzUf2Babb-WDuPYbUDwJXlSBaVSQ26Yl5TQGCEvZkAL_xTQIDIlwFa&xkcb=SoDk67M3_Uzwyg0O0Z0GbzkdCdPP&fccid=f244a2213408f63f&cmp=MCSB-Systems-Group-Sdn-Bhd&ti=IT+Support&vjs=3
software engineer,OpensoftHR Sdn. Bhd.,Kuala Lumpur,6000,10000,Full-time ,thorough methodical enjoy data using make informed business decision thorough methodical enjoy data,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=0a706467c545e135&bb=4xuHXFgagNgtGAVrLMgPTqlk2yfumP9JMF3Aw8nKbSHk6n_f1CFjL5eXXdNMWyfZGSLUAkrlOgZ15neUjVSMJwI3msuZlNAQlGFrijG3tb2zkYsVRYdVjEQFzanUM2mZ&xkcb=SoCj67M3_Uzw_KTUox0ObzkdCdPP&fccid=e39099e0e106967d&cmp=OpensoftHR-Sdn.-Bhd.&ti=Software+Engineer&vjs=3
global it applications manager,Gogobuddy Recruitment,Kuala Lumpur,20000,20000,Full-time,role report coo lead management global application management global 10,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=c05bd50848649499&bb=4xuHXFgagNgtGAVrLMgPTmY5UKm18BtHx1OO_32sgjcTLtgztpjDpQHT-y1kfRLugyveJ7ogMRZoA7dfdcMWmQoW1UiAytcVGjYvQ-0NKH1dJeDrJwGE1CLwl_gk91nk&xkcb=SoDX67M3_Uzw_KTUox0CbzkdCdPP&fccid=e4048f57330a3488&cmp=Gogobuddy-Recruitment&ti=IT+Manager&vjs=3
it executive,Trinity Workforce Solution Sdn Bhd,Petaling Jaya,3000,4000,Permanent,daily helpless technical support pa software installation   daily technical support helpless option key phone system,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=62267531cf47c51a&bb=4xuHXFgagNgtGAVrLMgPTjqVTdn9nGo9hF0z3tsCJWdgUuxLHCF7QFYubHYLUmfHHOO2WcNLpz9bEI5BHgkCiFbtAPPf-pIPIb7BcNT-Gm9os8smOG1UZ-dGO8wt3VfJ&xkcb=SoBK67M3_Uzw_KTUox0BbzkdCdPP&fccid=8be7569eb5fa9c81&cmp=Trinity-Workforce-Solution-Sdn-Bhd&ti=IT+Executive&vjs=3
it trainer,Agensi Pekerjaan UniTalent (Recruitment Agency),Puchong,2800,5821.95,Full-time,prepare deliver classroom workshop online partner customer developing updating material content hand,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=5c4f91c3613c5067&bb=4xuHXFgagNgtGAVrLMgPTqhWPmYiauzdbEHUbSfjv_u-LNsyHjeJoB7k4-BNhsW9IZtGoHa_sR9QHSRSAlkb5SWr_UQrtpkes84yMfoWUEqKKRRaTiaIklyUD-W3bDQw&xkcb=SoDE67M3_Uzw_KTUox0GbzkdCdPP&fccid=eb5e718daa345605&cmp=Unigeneration-Sdn-Bhd&ti=Trainer&vjs=3
end user devices consultant,Esync software services Sdn Bhd,Kuala Lumpur,12000,16000,Full-time,policy deployment configuration window device management deploying finetuning policy across diverse device smooth boarding,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=db63f250427090e9&bb=pgDKni4djxteWoVT3hI_gU7x_-srfq8lxAQI-j6hqwvWk4OhdI6pM2fWvylpZArvfVZc9J8qnA7wBFe9pKNnPPbIMRUD88cc1PyWEX8jw7qtb4DvDzmw68ouPlRl--8C&xkcb=SoAM67M3_UzwmQ0-KR0KbzkdCdPP&fccid=834789b763aab5c7&cmp=Esync-software-services-Sdn-Bhd&ti=Technical+Support+Specialist&vjs=3
it engineer,Netclicks Sdn Bhd,Sungai Petani,1423.32,2843.56,Full-time ,architect implement maintain network solution   core infrastructure private cloud integrate service system running,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=b30f3e9ee5deee17&bb=pgDKni4djxteWoVT3hI_gYiYmFJ1DIVfgogXDdviBOHb_3ec8pEGqkrihJCQ9ISmyFi4wD9ukT-bRepXj0NJcSip8TmymDnevAi14Eerk7nDIl4R_bV2VAyBOr7YyC8r&xkcb=SoCR67M3_UzwmQ0-KR0JbzkdCdPP&fccid=dd616958bd9ddc12&cmp=Netclicks-Sdn-Bhd&ti=IT+Engineer&vjs=3
technical engineer,FRONIX SDN BHD,Kelana Jaya,2000,6349.43,Full-time ,design implement maintain network infrastructure router switch firewall wireless network,20/5/2024,https://malaysia.indeed.com/rc/clk?jk=086f7c8d9103964d&bb=pgDKni4djxteWoVT3hI_gcsPvBDQ_2Yir_3SbGLHF3i4hCLw6kVn8s7yEibzRFOIZw74PSJCpURjneMrN20ijrR-Hn4NPY34pFdWYHe4OdEoqqsazPqQOWe6k_UxKoq3&xkcb=SoBC67M3_UzwmQ0-KR0AbzkdCdPP&fccid=c2975b656c937d57&cmp=FRONIX-SDN-BHD&ti=Technical+Engineer&vjs=3
copywriter,SQFT Studio Pte Ltd,Remote in Johor Bahru,5000,5000,Full-time,role offer flexibility work remotely home malaysia write captivating creative copy social medium caption article review,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=d78514732d2ff35a&bb=pgDKni4djxteWoVT3hI_gT95nmB0htcKspLwNpFpgL3zdjPQgUoKokmF2odXc2bqdMpBCW2o9xfuu1FNMg8fi3JC1e4I75VkKIJt4MJ4lJ2Fmhyy6buFIX5ETO79EMyw&xkcb=SoDl67M3_UzwmQ0-KR0FbzkdCdPP&fccid=990d7be4718ce1bb&cmp=House-of-Cai-Pte-Ltd&ti=Copywriter&vjs=3
it service - on site,Aisling Consulting,Bukit Jalil,2300,2800,Full-time ,romance twice breakfix disassemblyreassembly troubleshooting fault diagnosis troubleshooting effective repair,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=2e1eaf30c87772d9&bb=enoVJ5eM9wGnI-GWk-SgnzMk8A78s-d0sBR9-dtlB9q9uHOYmyS2zRqVksVsAtVOde7rQMRvme9w6IlyNYTHihX8l-bhhDvP2pko2TvPHrMEkSXVqwN5IzlyuNccTbtL&xkcb=SoDY67M3_Uzwgw0O0Z0IbzkdCdPP&fccid=0c054b4df62d7404&cmp=Aisling-Consulting&ti=IT+Support&vjs=3
desktop support engineer,JOS (MALAYSIA) SDN BHD,Shah Alam,3800,3800,Full-time ,  technical process once end via phone email chat diagnose troubleshoot end problem various tool,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=8d471a59378ab08d&bb=enoVJ5eM9wGnI-GWk-Sgn7Q95jNO5RVpKqUn8a2AWwz_sACgk6swVgM7u_h2B0RSCbqXkSOt-ECQVpryOe38e1EToJ2P_0ZRB24UhkPvAlWI9cWrk8vQrPE7-4WSPvrg&xkcb=SoBW67M3_Uzwgw0O0Z0PbzkdCdPP&fccid=e600f125bbe5159e&cmp=JOS-%28MALAYSIA%29-SDN-BHD&ti=Desktop+Support+Technician&vjs=3
assistant it manager,PKT Logistics Group Sdn Bhd,Batu Kawan,3630.8,5500,Full-time ,  technical support function local area network wide area network management hub switch router firewall,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=59f4c9132e8b81b9&bb=enoVJ5eM9wGnI-GWk-Sgn0nHI1ITGN2TI5eM3tz2HHtcm3huVTGY8N_fjc1Oq7bRK17rTpWM4ZYNRhKCpnOBRbnQoiyYs7N1tdn8gMWJ6TLLNIgpU8PF3WMIt62ns71_&xkcb=SoAi67M3_Uzwgw0O0Z0DbzkdCdPP&fccid=9be7781c447a655b&cmp=PKT-Logistics-Group-Sdn-Bhd&ti=IT+Manager&vjs=3
it business analyst,Agensi Pekerjaan Career Channel Sdn Bhd,Mont Kiara,5000,9000,Full-time,gather identifying solution develop document functional specification guide,28/5/2024,https://malaysia.indeed.com/rc/clk?jk=e3d602f68059ba72&bb=enoVJ5eM9wGnI-GWk-Sgn_0oWYzT4t0xnScB7tQN3jRQYpSHTYXGM7mn2nywLmgbvMMl99ZXtVs2RPC9VvE6Upew2_FcLZfRqDy9nT_c-dhEXPqKU3WenjD-OwIQt-vu&xkcb=SoCW67M3_Uzwgw0O0Z0CbzkdCdPP&fccid=65e4929206ef5b20&cmp=Agensi-Pekerjaan-Career-Channel-Sdn-Bhd&ti=IT+Analyst&vjs=3
it & multimedia,KI ENGINEERING SDN BHD,Kajang,2000,2000,Full-time ,candidate bachelor degree candor multimedia equivalent able communicate well english banana malaysia,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=68ae85970b178f32&bb=enoVJ5eM9wGnI-GWk-Sgn3yoE4mZF3e1VsPT_g48pGqj4HDFLjPnSS0F9OXjXp_i3GQy9JZUvX5Uav9RrLdli7FfvQA5GvFOZxfdOKQCu1Dh_7V1Opo6Nm2IZt6jPMBE&xkcb=SoAL67M3_Uzwgw0O0Z0BbzkdCdPP&fccid=cb8c9c5a65d4b95f&cmp=KI-Engineering-Sdn-Bhd&ti=IT+%26+Multimedia+%28prot%C3%A9g%C3%A9%29&vjs=3
"logistic executive -rm2500-rm3500 , subang",IT Solution Sdn Bhd,Subang Jaya,2500,3500,Full-time,consolidate request snap is source supplier prepare purchased order sale order hub request,11/6/2024,https://malaysia.indeed.com/rc/clk?jk=234e4e53855fff44&bb=enoVJ5eM9wGnI-GWk-SgnwicTSVKku3RNp09MuyDlPdM9VoghvQLOQFGAchuBwLjwxBGv9dzEBofv70UQ3f2HgLe921MvMNWW2BnzZ6yz4J7D5YjGR1ekJgsODLphLwe&xkcb=SoAx67M3_Uzwgw0O0Z0HbzkdCdPP&fccid=dacedbffee970e0f&cmp=All-Experts-Consultant&ti=IT+Executive&vjs=3
it support,Synergy Software Solutions Sdn Bhd,Kuala Lumpur,2300,3500,Full-time ,install accounting pop stock software install configure pop hardware driver software's stock support calling customer office,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=f6638636d69d1e93&bb=enoVJ5eM9wGnI-GWk-Sgn9qzuCJKW5hyv4ZAFecMVhnD8i2jhvp1PuJNks726Jp52FSfzGCioeI2ES2gGnu0ftkt11k9V5Eph_4cbMLrZKYUgKG1vjvTSAzRioup5IgY&xkcb=SoAY67M3_Uzwgw0O0Z0FbzkdCdPP&fccid=6fe0346f9da105a5&cmp=Synergy-Software-Solutions-Sdn-Bhd&ti=IT+Support&vjs=3
senior it security engineer,SSquad Global,Kuala Lumpur,7000,7000,Contract,role involves designing implementing robust security measure cloud ensuring compliance industry standard leading,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=870f618824f05f14&bb=XheMkUzsQdfa4PznNiFwwR8WAsc1JmIp5ESExu5qS8I7QMs1Vlj9igMeFEf9ztTpNknL0is2Gj5xnnWwZG2gCwxgPBQqb8fLCosIdE1pFMKaLePrvdtRfsNNwd4nV7rN&xkcb=SoDx67M3_UzwrCg1bj0ObzkdCdPP&fccid=71931d6d26869fb5&cmp=SSquad-Global&ti=Senior+IT+Engineer&vjs=3
data analyst,SAFEGUARDS OCEANIC. SDN. BHD.,Kuala Lumpur,2800,2800,Full-time,evaluating business process anticipating uncovering area improvement developing implementing solution,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=a07ef20751828a70&bb=XheMkUzsQdfa4PznNiFwwYivTwN_ON88auJAPVg7nntfUtYYO3qcDPl-KQXJo-Bkx_5sTS_bBiWm4NZ3wRrn3KLVa9STPFNolrpjQG1K5flJFD3S9CV3QtkUqpG9IwWZ&xkcb=SoBs67M3_UzwrCg1bj0NbzkdCdPP&fccid=90025f534550cf68&cmp=Safeguards-Corporation&ti=Data+Analyst&vjs=3
language data and quality reviewer,Volga Partners,Remote,8.65,8.65,Full-time ,approach involves seamlessly integrating a staff ensuring alignment goal type,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=739ef5127f4e6cf9&bb=XheMkUzsQdfa4PznNiFwwWkAH8aMBqhxvXe1Nm_xUw9A9ELGbqYcmlInnbKCjJRL-9NzmuBdl3A0dS2EQjyPmg515XsUfx088nOfFMEYzaDkglu0ZgHOVLWdYJ5e2diK&xkcb=SoAL67M3_UzwrCg1bj0FbzkdCdPP&fccid=ee264126779fcde8&cmp=Volga-Partners&ti=English+Teacher&vjs=3
it executive,JT Connects Consultancy (Headhunter),Shah Alam,4000,4000,Full-time,designing testing computer structure degree computer science computer programming advanced knowledge eating system,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=b2c4f4ee93a3ae9a&bb=XheMkUzsQdfa4PznNiFwwYivTwN_ON88SqlztqOrXGDnDq937rTfRhyrwtm30mBWeMveniGOTsqwdBi8Ml9k5Y4ogDat2eaAhtR09_VXg9SQ1VIuDhCnTaeTeUKyyN1r&xkcb=SoBx67M3_UzwrCg1bj0UbzkdCdPP&fccid=9dda1e982585979f&cmp=JT-Connects-Consultancy&ti=IT+Executive&vjs=3
personal driver,Harmonic Studios Sdn Bhd,Ampang,2800,3000,Full-time,carry routine checking vehicle always condition safety director passenger travelling,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=63afe62cca13cc25&bb=XheMkUzsQdfa4PznNiFwwcNnFA5OQ9QR-C6zg-NvOmoWC5sj09F2I4DFvP_H_SFrlj3-pCgmr-4Vv_6iOG-FLQXxrf7wseVTu1_IvdVTji19E9kXj5kzLX_nxjVelYXw&xkcb=SoBX67M3_UzwrCg1bj0obzkdCdPP&fccid=adbf63f09a7b7069&cmp=Harmonic-Studios-Sdn-Bhd&ti=Driver&vjs=3
internship for it,MarketSense ICT Sdn. Bhd.,Air Itam,500,800,Internship,modifying software fix error adapt new hardware improve romance upgrade interface write clean welldesigned code,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=5f1927571e687821&bb=CM09jLcv28lMcfBoqUqy6i-1c-TsSmlqnQZYbYiJaNba2TrGx1P2J44ruroXGeqAdM2H5Ou1r2YsB_-HtzyNvKbB4ryWJoJmEIYT2FU7jlgDeY8gqNESlWXYh_aWmIDj&xkcb=SoD767M3_UzwVjg1bj0PbzkdCdPP&fccid=b3af27a6eb05bfcc&cmp=MarketSense-ICT-Sdn.-Bhd.&ti=Information+Technology+Intern&vjs=3
maintenance technician,Anradus Pte Ltd,Kuala Lumpur,6600,9000,Full-time ,receive communication u within timeframe likely application shortlisted client,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=c4fe3afc0917502a&bb=CM09jLcv28lMcfBoqUqy6sKiGG-zD0sv8tT0b4WRQaGUMFgE-w3A5xZfOKgPGufgqC_Gnvzp1JsxDEokziwZyduk3ZRmql_weMPKam3b7eOpzu438psuCLfMHtDWjIzR&xkcb=SoDS67M3_UzwVjg1bj0NbzkdCdPP&fccid=3de18cfd2560ba9a&cmp=Anradus-Pte-Ltd&ti=Maintenance+Technician&vjs=3
it helpdesk support,3S-Talent Search,Shah Alam,4500,6500,Permanent,background market leader vehicle leasing 40 yes on fry 830am ppm romance,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=5dff3da545f2d713&bb=CM09jLcv28lMcfBoqUqy6kWrNYqgMU8GV49HbsKKUC6ANKDy71OrKpLJ7fnl7UtFwzqPrfL8Gx44HxQrtjZjoTqGB_LJRNjBHlIrfMrfrzLhvA8u4P4x7TGiPqWCqqnb&xkcb=SoB167M3_UzwViA1bj0PbzkdCdPP&fccid=bcc7388eb91999bc&cmp=3S--Talent-Search&ti=Technical+Support+Specialist&vjs=3
cybersecurity,APPING TECHNOLOGY SDN BHD,Subang Jaya,2000,8000,Full-time ,form urgent doc task assigned required conduct caber security assessment penetration test component,15/6/2024,https://malaysia.indeed.com/rc/clk?jk=636ca013d682a34f&bb=CM09jLcv28lMcfBoqUqy6hNyULMtLmwFH-5RWnTbWdcd6I6TQVQRzebgNDbn0KZWTTMBZ8iuxcKPNpdYF48uFm234QcGqdUjLVgj44h48y23CGhBhUVIUcCxr-emf20o&xkcb=SoDo67M3_UzwViA1bj0MbzkdCdPP&fccid=400e8af72bd21a66&cmp=APPING-TECHNOLOGY-SDN-BHD&ti=Penetration+Tester&vjs=3
internship student - engineering,The Pearl Kuala Lumpur,Kuala Lumpur,800,800,Internship,candidate posse diplomadegree electrical equivalent pleasant tonality friendly approach well groomed,12/6/2024,https://malaysia.indeed.com/rc/clk?jk=c3a105547a173fc8&bb=vAxUlSUvJaaMoCZt5mtv47aUUu7ueutitcf1LAcF4SgMKuavvnNV09jQ_SzYaaTOEcFOCpNS9JoDIiUAVSCPoyahjCx15oH4oBgYv8BbjNTkLB91IpTEX1ou591h_yZ7&xkcb=SoAj67M3_Uzwff0O0Z0LbzkdCdPP&fccid=99f48795f221a14e&cmp=The-Pearl-Kuala-Lumpur&ti=Student+Intern&vjs=3
pmo / software analyst cum qa,Getright Malaysia,Remote in Petaling Jaya,2500,7000,Full-time ,looking software analyst cut software tester business functional gathering testing software,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=c73ce5e2c364394b&bb=vAxUlSUvJaaMoCZt5mtv4yGf4XsNOWqRzi79TsHAQzppCFsIIwpaCFtzFPu5f8jCShDW8R897xAfPWoiIdQUheKMVs9M9FMXZFkHGWHRBW6bqzy5RvmUKaEcn-Sq7vsv&xkcb=SoAw67M3_Uzwff0O0Z0PbzkdCdPP&fccid=1a1bf991448e34bd&cmp=Getright-Malaysia&ti=Pmo+Manager&vjs=3
clinical analyst,MobilityOne Sdn Bhd,Bangsar South,3000,3500,Full-time ,clinical analyst involved business analysis clinical consultancy relating boarding new client roadway development,14/6/2024,https://malaysia.indeed.com/rc/clk?jk=b81bec989ce073c8&bb=vAxUlSUvJaaMoCZt5mtv4zk07mCDBBtOLBXgTkE5DCh_TKghEdpSPq7Q-oJkKIxRio73RjPrFzEtq4Bq_MemYut91zSQ6gvEQgjH7Tr9VUSEx-vK8ktRdTKPvZH2j-r7&xkcb=SoB-67M3_Uzwff0O0Z0FbzkdCdPP&fccid=7625ae58fa1a87ae&cmp=MobilityOne-Sdn-Bhd&ti=Clinical+Analyst&vjs=3
"it manager - [tampoi, johor bahru]",MY LABOUR SOLUTIONS SDN BHD,Ampang,6500,8000,Full-time ,am 540pm son fry site allow apply fa plan organize lead nation information techno department,5/6/2024,https://malaysia.indeed.com/rc/clk?jk=7e44b7c1ecf4dc12&bb=gtly2uPuyQkF5UdNxGg7ps8j1K-KuyFz1q52OYzVglT_rVvvbY65XCKleSSrl9ZkedxYMeEBzHgCxnkwYFxRISvJisRyEO735m8eEnCued9KCok4kpQS99JHmyVl_iKR&xkcb=SoBq67M3_UzwZwU-KR0IbzkdCdPP&fccid=23a6c86b551c721c&cmp=MY-LABOUR-SOLUTIONS-SDN-BHD&ti=IT+Manager&vjs=3
senior it support engineer / team lead,Novate Solutions Sdn Bhd,Klang,3500,5000,Full-time,lead professional   exceptional support customer consult client propose system solution enhance business,24/5/2024,https://malaysia.indeed.com/rc/clk?jk=eb76d7ca37763753&bb=gtly2uPuyQkF5UdNxGg7pqnb4XtiC7vejcV7JCZcUf4HOu-gYDbfKTxi1Hu11vgC4sL7SovTUTFDzylv613TpeUcyEaYuzmjtw23vhWBAkgphsRz-4zwSaWPa3g4Ou2h&xkcb=SoDk67M3_UzwZwU-KR0PbzkdCdPP&fccid=3db5d0c4d1ead389&cmp=Novate-Solutions-Sdn-Bhd&ti=IT+Support&vjs=3
it engineer - iskandar puteri,JOBBUILDER,Gelang Patah,5000,6000,Full-time ,develop implement security specification guideline architecture   support ensuring data protection degree computer science equivalent,6/6/2024,https://malaysia.indeed.com/rc/clk?jk=594b0a1388d21fcd&bb=gtly2uPuyQkF5UdNxGg7pmH-s6qVk50v4hAbb6mIzKvLk66Pxzu9r8_6qg9WX7Oi2ef5gf3_v8KtJ7hfyh6iO3aUj8Kz7Soi_2Fh6CrgvggXln98uNmXEo-vKxAYOvAM&xkcb=SoDN67M3_UzwZwU-KR0NbzkdCdPP&fccid=31f6d7ff0860a769&cmp=JOBBUILDER&ti=IT+Engineer&vjs=3
it manager,Upright Talent,Nusajaya,11000,11000,Full-time,oversee resource infrastructure plant   costeffective solution meeting business recruit select orient train employee,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=b1c399cc9d31587a&bb=gtly2uPuyQkF5UdNxGg7pnr7HkTixhRBm8RLE5J3SEsLb4V65pmQ_2C3SG4S0YHfJFay3Vxc6U_LcJ3rrbIPEAwp7hpdzeoOZgyUscRnn0rtETD4RW_7p-tG0_elHYHn&xkcb=SoAN67M3_UzwZwU-KR0AbzkdCdPP&fccid=60efb691de1c02b7&cmp=Upright-Talent&ti=IT+Manager&vjs=3
senior it executive,Global Amity Sdn Bhd,Bangi,2000,4000,Full-time ,  setup support maintenance infrastructure server well   local can wan network support,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=9bd00a3efc8f682d&bb=gtly2uPuyQkF5UdNxGg7pjw4hy3wsBMY8wLAphYDn6EoCrAsoHSeNHDRouEh6Sm2yZOSXyyJtsHVqW3Co28ROHDiEbREEXfSinIRQ1HpC72IIUXqqzWTVmtNZ7sqNYWS&xkcb=SoCD67M3_UzwZwU-KR0HbzkdCdPP&fccid=6d1605115c7dda18&cmp=Global-Amity-Sdn-Bhd&ti=IT+Executive&vjs=3
"manager, it infrastructure & operations",BTC Recruitment Malaysia,Kuala Lumpur,8500,8500,Full-time,8 exposure leading small option infrastructure,13/6/2024,https://malaysia.indeed.com/rc/clk?jk=317b0494700ecd36&bb=lUcIuP8eC-A6yiW_vmxJIosLL2FcSTdMhtiTOe5uhUEv46nosBjsgYd2f2P1WjLEAnPM6tzqFkQoFuWHKFf8NY4yXswMjsxK-JoHpctuqytDXp3dd-nw7o4lte8A6x2j&xkcb=SoDb67M3_UzwAvzUox0KbzkdCdPP&fccid=71cb1c7e1984742d&cmp=BTC-Recruitment-Malaysia&ti=Operations+Manager&vjs=3
